RESOURCE,count,mean,std,normality_p_value,Normality,kruskal_p_value,KRUSKAL,LC_p_value,LCresult
STEP_006/EQP_175_4,560.0,7.5928571428571425,1.6463606682736127,0.0,False,1.888407311572015e-43,False,0.0027445797028477856,WOW
STEP_006/EQP_179_2,708.0,7.713276836158192,2.0813699104236942,0.0,False,1.888407311572015e-43,False,1.0,DUMMY
STEP_006/EQP_179_3,724.0,7.455801104972376,2.7735127437311653,0.0,False,1.888407311572015e-43,False,0.0015835810325018327,WOW
STEP_006/EQP_179_4,538.0,7.789962825278811,1.5422454543444135,0.0,False,1.888407311572015e-43,False,1.0,DUMMY
STEP_007/EQP_120_2,1370.0,7.65036496350365,1.4767555739573859,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_120_3,1380.0,7.577536231884058,1.9008611504426325,0.0,False,5.542046683472537e-21,False,0.0006903598949109777,WOW
STEP_007/EQP_120_4,1096.0,7.624087591240876,2.7179639316726183,0.0,False,5.542046683472537e-21,False,0.06587716573774285,DUMMY
STEP_007/EQP_132_2,782.0,7.750639386189258,1.6265934491422411,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_132_3,671.0,7.895678092399404,1.4135260592226206,0.0,False,5.542046683472537e-21,False,0.007989862880752017,BOB
STEP_007/EQP_132_4,1014.0,7.636094674556213,1.8029040232331748,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_157_2,587.0,7.722316865417376,1.802414785734551,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_157_3,538.0,7.802973977695167,1.2137597540189493,0.0,False,5.542046683472537e-21,False,0.26232089094591116,DUMMY
STEP_007/EQP_157_4,54.0,8.944444444444445,1.1722686707738925,0.0,False,5.542046683472537e-21,False,1.3752013875266345e-11,BOB
STEP_007/EQP_161_2,1579.0,7.786573780873971,1.7965385962607605,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_161_3,1923.0,7.71086843473739,2.0218940607715687,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_161_4,1747.0,7.733829421866056,1.7578543558902073,0.0,False,5.542046683472537e-21,False,1.0,DUMMY
STEP_007/EQP_168_2,27.0,8.333333333333334,1.0377490433255414,0.0,False,5.542046683472537e-21,False,0.002565944562566197,BOB
